tiempo_s,x_rojo,y_rojo,x_azul,y_azul
0.0,588,775,1197,768
0.033320719306116346,589,775,1201,769
0.06664143861223269,602,775,1215,769
0.09996215791834903,625,774,1236,769
0.13328287722446538,649,774,1260,769
0.1666035965305817,676,774,1281,768
0.19992431583669806,691,774,1297,768
0.23324503514281442,693,774,1303,768
0.26656575444893077,684,774,1298,768
0.2998864737550471,667,775,1281,768
0.3332071930611634,642,775,1255,769
0.3665279123672798,619,775,1229,769
0.3998486316733961,601,775,1206,769
0.4331693509795125,593,775,1195,768
0.46649007028562883,593,776,1197,769
0.4998107895917452,604,775,1212,769
0.5331315088978615,622,775,1236,769
0.5664522282039779,644,775,1261,769
0.5997729475100942,671,774,1283,769
0.6330936668162105,688,774,1297,768
0.6664143861223268,693,773,1301,768
0.6997351054284432,687,774,1294,768
0.7330558247345595,669,775,1278,768
0.7663765440406759,644,775,1257,768
0.7996972633467923,621,775,1234,769
0.8330179826529086,600,775,1212,769
0.866338701959025,591,776,1199,769
0.8996594212651413,594,776,1198,769
0.9329801405712577,606,775,1209,769
0.966300859877374,625,775,1230,769
0.9996215791834904,647,774,1256,769
1.0329422984896066,667,775,1282,768
1.066263017795723,683,774,1299,768
1.0995837371018393,690,774,1303,768
1.1329044564079558,686,774,1295,768
1.166225175714072,672,774,1278,768
1.1995458950201885,647,774,1255,769
1.2328666143263047,626,776,1232,769
1.266187333632421,604,775,1214,769
1.2995080529385374,591,775,1203,768
1.3328287722446537,591,775,1202,769
1.3661494915507701,602,775,1211,768
1.3994702108568864,622,775,1229,769
1.4327909301630029,649,775,1253,769
1.466111649469119,669,774,1275,769
1.4994323687752356,684,774,1294,768
1.5327530880813518,689,774,1303,768
1.5660738073874683,683,774,1299,768
1.5993945266935845,668,774,1283,768
1.632715245999701,649,774,1258,768
1.6660359653058172,628,775,1233,768
1.6993566846119335,609,775,1212,768
1.73267740391805,596,775,1201,769
1.7659981232241662,593,775,1201,769
1.7993188425302826,600,775,1212,769
1.8326395618363989,620,775,1231,769
1.8659602811425153,642,775,1253,769
1.8992810004486316,669,775,1274,768
1.932601719754748,684,774,1290,768
1.9659224390608643,691,774,1297,768
1.9992431583669807,686,774,1296,768
2.032563877673097,671,773,1284,769
2.0658845969792132,650,774,1264,769
2.0992053162853295,628,775,1239,769
2.132526035591446,608,775,1216,769
2.1658467548975624,601,774,1202,769
2.1991674742036786,596,775,1199,769
2.232488193509795,603,775,1208,769
2.2658089128159116,617,775,1227,768
2.299129632122028,640,774,1252,769
2.332450351428144,662,775,1276,769
2.3657710707342603,679,774,1291,768
2.399091790040377,688,774,1298,768
2.4324125093464932,687,774,1293,768
2.4657332286526095,674,774,1281,768
2.4990539479587257,649,775,1262,768
2.532374667264842,629,775,1240,768
2.5656953865709586,606,775,1221,769
2.599016105877075,596,775,1207,769
2.632336825183191,595,775,1201,769
2.6656575444893074,602,775,1208,769
2.698978263795424,619,775,1224,768
2.7322989831015403,641,775,1247,769
2.7656197024076565,663,774,1271,768
2.7989404217137728,675,776,1291,768
2.8322611410198895,686,774,1300,768
2.8655818603260057,684,774,1297,768
2.898902579632122,673,774,1283,768
2.932223298938238,655,775,1262,769
