tiempo_s,x_rojo,y_rojo,x_azul,y_azul
0.0,794,818,1658.0,785.0
0.033320712807309805,792,819,1655.0,784.0
0.06664142561461961,783,819,1625.0,785.0
0.09996213842192943,768,819,1628.0,786.0
0.13328285122923922,747,815,1580.0,785.0
0.16660356403654902,719,822,1581.0,787.0
0.19992427684385886,689,817,1546.0,788.0
0.23324498965116866,653,814,1514.0,787.0
0.26656570245847844,617,816,1485.0,788.0
0.29988641526578824,581,817,1449.0,787.0
0.33320712807309805,550,817,1416.0,788.0
0.3665278408804079,522,816,1384.0,789.0
0.3998485536877177,496,818,1354.0,789.0
0.4331692664950275,474,819,1328.0,790.0
0.4664899793023373,460,819,1307.0,792.0
0.4998106921096471,448,823,1290.0,792.0
0.5331314049169569,445,823,1281.0,792.0
0.5664521177242667,449,822,1279.0,792.0
0.5997728305315765,459,819,1284.0,792.0
0.6330935433388863,471,819,1295.0,792.0
0.6664142561461961,488,820,1314.0,793.0
0.699734968953506,512,819,1340.0,792.0
0.7330556817608158,535,817,1370.0,789.0
0.7663763945681256,562,817,1403.0,789.0
0.7996971073754354,588,821,1441.0,789.0
0.8330178201827452,617,821,1479.0,786.0
0.866338532990055,648,820,1510.0,790.0
0.8996592457973648,674,820,,
0.9329799586046746,698,821,1597.0,808.0
0.9663006714119844,722,821,1607.0,785.0
0.9996213842192943,750,813,1643.0,785.0
1.0329420970266041,767,812,1628.0,784.0
1.0662628098339137,774,812,1670.0,781.0
1.0995835226412236,775,813,1674.0,784.0
1.1329042354485335,773,813,1666.0,786.0
1.1662249482558433,765,814,1633.0,784.0
1.199545661063153,749,815,,
1.2328663738704628,729,816,1580.0,787.0
1.2661870866777727,704,815,1553.0,786.0
1.2995077994850825,677,815,1524.0,787.0
1.3328285122923922,647,815,1491.0,787.0
1.366149225099702,615,816,1458.0,787.0
1.399469937907012,582,816,1427.0,788.0
1.4327906507143218,550,817,1395.0,788.0
1.4661113635216316,522,817,1368.0,790.0
1.4994320763289413,491,821,1344.0,791.0
1.5327527891362511,471,821,1322.0,793.0
1.566073501943561,456,821,1310.0,793.0
1.5993942147508708,449,819,1299.0,793.0
1.6327149275581805,445,820,1294.0,793.0
1.6660356403654903,449,819,1295.0,793.0
1.6993563531728002,458,819,1303.0,792.0
1.73267706598011,471,819,1316.0,792.0
1.7659977787874197,494,818,1335.0,791.0
1.7993184915947296,521,816,1360.0,790.0
1.8326392044020394,548,815,1387.0,790.0
1.8659599172093493,577,816,1416.0,788.0
1.899280630016659,610,815,1447.0,788.0
1.9326013428239688,640,815,1484.0,789.0
1.9659220556312786,669,815,1515.0,788.0
1.9992427684385885,700,813,1548.0,786.0
2.0325634812458984,724,814,1591.0,787.0
2.0658841940532082,740,814,1606.0,785.0
2.099204906860518,756,813,1618.0,786.0
2.1325256196678275,769,812,1632.0,789.0
