tiempo_s,x_rojo,y_rojo,x_azul,y_azul
0.0,647,773,1245,767
0.03332071330589849,631,774,1261,767
0.06664142661179698,622,774,1271,767
0.09996213991769548,623,773,1267,766
0.13328285322359396,635,773,1251,766
0.16660356652949246,650,774,1234,767
0.19992427983539096,657,773,1227,767
0.23324499314128944,653,773,1234,767
0.2665657064471879,639,773,1250,766
0.29988641975308644,627,774,1267,766
0.3332071330589849,624,774,1273,767
0.3665278463648834,632,774,1264,767
0.3998485596707819,645,773,1248,767
0.4331692729766804,657,773,1233,766
0.4664899862825789,658,773,1230,767
0.4998106995884774,647,773,1241,767
0.5331314128943758,632,774,1256,767
0.5664521262002744,621,774,1268,767
0.5997728395061729,622,773,1267,766
0.6330935528120714,633,773,1254,767
0.6664142661179698,649,774,1237,767
0.6997349794238683,658,773,1229,767
0.7330556927297668,655,772,1235,767
0.7663764060356653,643,773,1250,767
0.7996971193415638,630,774,1266,767
0.8330178326474623,624,774,1273,767
0.8663385459533608,630,773,1265,767
0.8996592592592593,642,774,1248,767
0.9329799725651577,654,773,1233,767
0.9663006858710562,656,773,1228,767
0.9996213991769548,647,773,1237,767
1.0329421124828533,632,774,1253,767
1.0662628257887516,622,774,1267,766
1.0995835390946502,623,773,1268,767
1.1329042524005488,634,773,1257,767
1.1662249657064472,649,774,1241,767
1.1995456790123458,658,773,1232,767
1.2328663923182441,657,773,1235,767
1.2661871056241427,644,774,1248,767
1.299507818930041,631,774,1263,767
1.3328285322359397,624,774,1271,767
1.3661492455418383,627,773,1265,767
1.3994699588477366,638,773,1249,767
1.4327906721536352,651,773,1233,767
1.4661113854595336,656,773,1228,767
1.4994320987654322,649,773,1236,767
1.5327528120713305,635,773,1252,766
1.566073525377229,625,774,1266,767
1.5993942386831277,624,774,1270,767
1.632714951989026,634,774,1260,767
1.6660356652949246,648,774,1245,767
1.699356378600823,658,773,1234,767
1.7326770919067216,657,773,1234,767
1.76599780521262,645,773,1245,767
1.7993185185185185,631,774,1260,767
1.8326392318244171,622,773,1268,767
1.8659599451303155,625,773,1264,767
1.899280658436214,636,774,1250,767
1.9326013717421124,650,773,1235,767
1.965922085048011,656,773,1229,767
1.9992427983539096,652,773,1236,767
2.032563511659808,639,773,1252,767
2.0658842249657066,628,774,1267,767
2.099204938271605,626,773,1271,767
2.1325256515775033,633,773,1262,767
2.165846364883402,646,773,1246,767
2.1991670781893005,656,773,1234,767
2.232487791495199,656,773,1232,767
2.2658085048010976,644,773,1242,767
2.2991292181069958,631,774,1256,767
2.3324499314128944,622,774,1266,767
2.365770644718793,625,774,1265,767
2.3990913580246915,635,774,1253,767
2.4324120713305897,650,773,1238,767
2.4657327846364883,657,773,1232,767
2.499053497942387,654,773,1237,767
2.5323742112482854,642,773,1251,767
2.565694924554184,630,774,1266,767
2.599015637860082,625,773,1270,767
2.6323363511659807,631,773,1262,767
2.6656570644718793,643,774,1247,767
2.698977777777778,653,773,1233,767
2.7322984910836765,654,773,1230,767
2.7656192043895746,645,773,1239,767
2.7989399176954732,633,774,1254,767
2.832260631001372,624,774,1266,767
2.8655813443072704,625,774,1266,767
2.898902057613169,635,773,1256,767
2.932222770919067,650,773,1242,767
2.9655434842249657,658,773,1234,767
2.9988641975308643,655,773,1237,767
3.032184910836763,643,774,1249,767
3.065505624142661,630,774,1263,767
3.0988263374485596,624,774,1269,767
3.132147050754458,628,773,1259,767
3.165467764060357,640,773,1247,767
3.1987884773662554,651,773,1234,767
3.2321091906721535,654,773,1230,767
3.265429903978052,648,773,1239,767
3.2987506172839507,636,774,1254,767
3.3320713305898493,627,774,1266,767
3.365392043895748,627,774,1268,767
3.398712757201646,635,774,1259,767
3.4320334705075446,648,773,1244,767
3.465354183813443,657,773,1234,767
3.4986748971193418,655,773,1235,767
3.53199561042524,643,773,1246,767
3.5653163237311385,630,774,1259,767
3.598637037037037,623,773,1267,767
3.6319577503429357,626,774,1262,767
3.6652784636488343,638,774,1248,767
3.6985991769547324,650,773,1236,767
3.731919890260631,655,773,1232,767
3.7652406035665296,650,773,1239,767
3.798561316872428,639,774,1253,767
3.8318820301783267,629,773,1267,767
3.865202743484225,627,773,1269,767
3.8985234567901235,634,774,1260,767
3.931844170096022,646,773,1245,767
3.9651648834019206,655,773,1234,767
3.9984855967078192,653,773,1233,767
4.031806310013717,643,773,1243,767
4.065127023319616,630,774,1257,767
4.0984477366255145,623,773,1266,767
4.131768449931413,626,773,1263,767
4.165089163237312,637,773,1251,767
4.19840987654321,650,773,1240,767
4.231730589849109,657,773,1234,767
4.265051303155007,652,773,1240,767
4.298372016460905,641,773,1252,767
4.331692729766804,630,774,1265,767
4.365013443072702,626,774,1268,767
4.398334156378601,632,774,1260,767
4.4316548696844995,643,773,1245,767
4.464975582990398,652,773,1233,767
4.498296296296297,652,773,1232,767
4.531617009602195,644,774,1241,767
4.564937722908093,632,774,1256,767
4.5982584362139916,626,774,1266,767
4.63157914951989,628,774,1265,767
4.664899862825789,638,774,1255,767
4.698220576131687,650,773,1242,767
4.731541289437586,656,773,1235,767
4.7648620027434845,653,773,1239,767
4.798182716049383,642,773,1250,767
4.831503429355282,630,774,1262,767
4.864824142661179,625,774,1266,767
4.898144855967078,629,774,1259,767
4.9314655692729765,640,773,1246,767
4.964786282578875,651,773,1234,767
4.998106995884774,653,773,1232,767
5.031427709190672,647,773,1241,767
5.064748422496571,636,773,1256,767
5.0980691358024695,628,774,1266,767
5.131389849108368,628,774,1267,767
5.164710562414267,637,774,1257,767
5.198031275720164,649,773,1244,767
5.231351989026063,655,773,1235,767
5.2646727023319615,652,773,1236,767
5.29799341563786,642,773,1246,767
5.331314128943759,629,774,1259,767
5.364634842249657,624,774,1265,767
5.397955555555556,628,774,1260,767
5.431276268861454,639,773,1248,767
5.464596982167353,651,773,1237,767
5.497917695473251,655,773,1234,767
5.531238408779149,650,773,1242,767
5.564559122085048,639,773,1256,767
5.5978798353909465,629,773,1266,767
5.631200548696845,628,773,1267,767
5.664521262002744,635,774,1257,767
5.697841975308642,646,773,1244,767
5.731162688614541,653,773,1234,767
5.764483401920439,651,773,1234,767
5.797804115226338,642,773,1244,767
5.831124828532236,630,773,1257,767
5.864445541838134,625,773,1264,767
5.897766255144033,628,773,1262,767
5.931086968449931,640,773,1251,767
5.96440768175583,651,773,1239,767
5.997728395061729,656,773,1235,767
6.031049108367627,651,773,1242,767
6.064369821673526,640,773,1254,767
6.097690534979424,630,774,1264,767
