tiempo_s,x_rojo,y_rojo,x_azul,y_azul
0.0,573,820,1513,787
0.033320715980604564,578,822,1510,787
0.06664143196120913,588,823,1498,786
0.09996214794181368,602,823,1483,787
0.13328286392241825,617,822,1466,787
0.1666035799030228,635,819,1452,788
0.19992429588362737,646,818,1438,788
0.23324501186423194,647,822,1427,789
0.2665657278448365,652,821,1422,789
0.29988644382544105,656,818,1421,789
0.3332071598060456,649,819,1426,789
0.3665278757866502,635,820,1433,788
0.39984859176725474,620,822,1447,788
0.4331693077478593,606,821,1459,788
0.4664900237284639,591,822,1473,788
0.4998107397090684,576,823,1486,789
0.533131455689673,559,825,1497,787
0.5664521716702775,556,823,1501,787
0.5997728876508821,554,823,1498,787
0.6330936036314867,563,819,1497,787
0.6664143196120912,569,823,1489,787
0.6997350355926958,579,824,1476,787
0.7330557515733004,590,826,1462,787
0.7663764675539049,608,823,1446,788
0.7996971835345095,621,822,1433,788
0.8330178995151141,637,819,1422,789
0.8663386154957186,643,819,1417,788
0.8996593314763232,651,820,1415,788
0.9329800474569278,647,825,1419,788
0.9663007634375322,644,821,1428,788
0.9996214794181368,637,816,1442,788
1.0329421953987414,624,817,1458,788
1.066262911379346,611,818,1473,787
1.0995836273599506,595,820,1490,788
1.132904343340555,587,818,1502,787
1.1662250593211596,577,819,1511,788
1.1995457753017642,579,819,1514,787
1.2328664912823688,579,817,1516,787
1.2661872072629734,584,817,1512,787
1.299507923243578,590,818,1500,787
1.3328286392241824,601,818,1484,787
1.366149355204787,613,819,1468,788
1.3994700711853916,626,820,1450,788
1.4327907871659962,637,818,1436,788
1.4661115031466008,643,819,1427,788
1.4994322191272054,647,818,1418,789
1.5327529351078097,647,816,1415,788
1.5660736510884143,641,817,1418,788
1.599394367069019,632,817,1427,789
1.6327150830496235,622,816,1438,789
1.6660357990302281,609,817,1451,789
1.6993565150108327,593,817,1464,789
1.7326772309914371,582,817,1477,790
1.7659979469720417,572,817,1490,788
1.7993186629526463,567,817,1499,787
1.832639378933251,564,818,1501,787
1.8659600949138555,571,815,1496,788
1.89928081089446,577,816,1489,788
1.9326015268750645,588,816,1480,787
1.965922242855669,602,817,1470,787
1.9992429588362737,617,816,1455,788
2.032563674816878,629,816,1442,788
2.065884390797483,640,817,1433,788
2.0992051067780872,650,816,1426,788
2.132525822758692,654,817,1424,788
2.1658465387392964,653,817,1427,788
2.1991672547199013,650,816,1433,788
2.2324879707005056,642,816,1444,788
2.26580868668111,629,818,1458,788
2.299129402661715,616,817,1471,788
2.332450118642319,602,818,1485,788
2.365770834622924,594,817,1495,788
2.3990915506035284,584,817,1505,788
2.432412266584133,577,818,1511,787
2.4657329825647376,577,818,1511,788
2.499053698545342,578,818,1504,787
2.532374414525947,585,818,1493,787
2.565695130506551,594,818,1480,788
2.599015846487156,607,817,1466,788
2.6323365624677604,619,817,1449,788
2.6656572784483648,631,815,1436,789
2.6989779944289696,638,816,1424,788
2.732298710409574,643,815,1417,789
2.7656194263901788,644,815,1414,789
2.798940142370783,638,817,1418,789
2.8322608583513875,632,816,1423,790
2.8655815743319923,627,814,1435,790
2.8989022903125967,613,816,1447,790
2.9322230062932015,599,817,1462,789
2.965543722273806,585,819,1477,790
2.9988644382544107,579,818,1490,788
3.032185154235015,572,818,1497,789
3.0655058702156195,568,822,1503,788
3.0988265861962243,573,820,1503,789
3.1321473021768287,581,820,1499,788
3.1654680181574335,590,821,1489,788
3.198788734138038,600,821,1479,788
3.2321094501186423,615,821,1466,788
3.265430166099247,628,819,1454,789
3.2987508820798515,638,820,1442,790
