tiempo_s,x_rojo,y_rojo,x_azul,y_azul
0.0,624,772,1239,767
0.033320714501967906,613,773,1207,767
0.06664142900393581,602,774,1193,766
0.09996214350590372,597,772,1204,766
0.13328285800787162,597,772,1227,765
0.16660357250983954,606,773,1248,766
0.19992428701180745,627,774,1256,766
0.23324500151377534,653,772,1254,766
0.26656571601574325,671,772,1249,765
0.29988643051771113,680,772,1253,765
0.3332071450196791,677,772,1267,766
0.36652785952164696,663,772,1280,766
0.3998485740236149,645,772,1277,766
0.4331692885255828,628,773,1256,766
0.46649000302755067,616,772,1226,766
0.4998107175295186,608,772,1200,766
0.5331314320314865,601,773,1195,766
0.5664521465334544,598,774,1211,766
0.5997728610354223,602,772,1237,766
0.6330935755373902,616,772,1255,766
0.6664142900393581,638,774,1259,766
0.699735004541326,660,773,1254,766
0.7330557190432939,677,772,1251,766
0.7663764335452619,679,772,1257,766
0.7996971480472298,669,772,1269,766
0.8330178625491976,654,772,1277,766
0.8663385770511656,636,772,1269,766
0.8996592915531335,621,772,1244,766
0.9329800060551013,611,773,1215,766
0.9663007205570693,604,772,1196,766
0.9996214350590372,601,772,1200,766
1.0329421495610052,601,773,1219,766
1.066262864062973,609,773,1245,766
1.0995835785649408,625,772,1261,766
1.1329042930669089,650,772,1262,766
1.1662250075688767,668,772,1254,766
1.1995457220708445,678,772,1252,766
1.2328664365728126,676,772,1259,765
1.2661871510747804,662,772,1270,766
1.2995078655767482,643,773,1273,766
1.3328285800787163,627,772,1260,766
1.3661492945806841,614,772,1234,766
1.399470009082652,606,772,1207,766
1.43279072358462,602,773,1195,766
1.4661114380865878,602,773,1206,767
1.4994321525885557,607,772,1230,766
1.5327528670905237,617,772,1253,766
1.5660735815924915,637,772,1265,766
1.5993942960944596,658,772,1263,766
1.6327150105964274,673,772,1255,766
1.6660357250983953,679,772,1253,766
1.6993564396003633,671,772,1260,766
1.7326771541023311,654,772,1269,766
1.765997868604299,635,772,1267,766
1.799318583106267,619,773,1249,766
1.8326392976082349,609,772,1224,766
1.8659600121102027,604,772,1202,766
1.8992807266121707,603,773,1197,766
1.9326014411141386,605,774,1212,767
1.9659221556161064,613,772,1239,767
1.9992428701180744,627,772,1261,766
2.0325635846200423,644,772,1267,765
2.0658842991220103,663,772,1263,766
2.099205013623978,677,772,1255,766
2.132525728125946,677,772,1254,766
2.165846442627914,664,772,1260,766
2.1991671571298816,646,772,1266,766
2.2324878716318497,627,772,1261,766
2.2658085861338177,613,773,1241,766
2.2991293006357854,605,773,1216,766
2.3324500151377534,603,772,1199,766
2.3657707296397215,605,772,1202,766
2.399091444141689,610,773,1222,766
2.432412158643657,619,773,1247,766
2.465732873145625,635,772,1266,766
2.4990535876475928,653,772,1269,766
2.532374302149561,669,772,1262,766
2.565695016651529,677,772,1254,766
2.5990157311534965,672,772,1254,766
2.6323364456554645,656,772,1260,766
2.6656571601574326,635,772,1262,766
2.6989778746594,619,772,1253,766
2.7322985891613683,608,772,1233,766
2.7656193036633363,603,773,1210,766
2.798940018165304,604,773,1199,766
2.832260732667272,608,772,1208,766
2.86558144716924,616,772,1231,766
2.8989021616712076,627,772,1256,766
2.9322228761731757,643,772,1270,766
2.9655435906751437,660,772,1270,766
2.9988643051771113,673,772,1260,766
3.0321850196790794,675,772,1253,766
3.0655057341810474,665,772,1254,766
3.0988264486830155,649,772,1259,766
3.132147163184983,629,772,1258,766
3.165467877686951,612,773,1245,766
3.198788592188919,604,772,1224,766
3.232109306690887,603,772,1206,766
3.265430021192855,606,773,1201,766
3.298750735694823,613,773,1215,766
3.3320714501967905,622,772,1240,766
3.3653921646987586,635,772,1263,766
3.3987128792007266,651,772,1274,766
3.4320335937026942,665,772,1269,766
3.4653543082046623,674,772,1258,766
3.4986750227066303,672,772,1252,766
3.531995737208598,659,772,1252,766
3.565316451710566,640,772,1256,766
3.598637166212534,619,772,1253,766
3.6319578807145017,607,773,1239,766
3.6652785952164697,602,773,1219,766
3.6985993097184378,603,772,1204,766
3.7319200242204054,610,772,1205,766
3.7652407387223734,618,773,1224,766
3.7985614532243415,629,772,1250,766
3.831882167726309,642,772,1270,766
3.865202882228277,657,772,1275,765
3.898523596730245,669,772,1267,766
3.931844311232213,673,772,1256,766
3.965165025734181,667,772,1250,766
3.998485740236149,650,772,1247,766
4.031806454738117,630,773,1252,766
4.0651271692400845,613,772,1247,766
4.098447883742052,603,773,1232,766
4.131768598244021,601,773,1214,766
4.165089312745988,606,773,1204,766
4.198410027247956,615,772,1211,766
4.231730741749924,625,772,1233,766
4.265051456251892,636,772,1258,766
4.29837217075386,650,772,1275,766
4.331692885255828,662,772,1276,766
4.365013599757796,671,772,1265,766
4.398334314259763,670,772,1252,766
4.431655028761732,659,772,1247,766
4.464975743263699,641,772,1249,766
4.498296457765667,621,772,1249,766
4.5316171722676355,606,773,1241,766
4.564937886769603,601,773,1226,766
4.598258601271571,603,773,1211,766
4.631579315773539,610,773,1206,766
4.664900030275507,620,773,1218,767
4.698220744777474,631,772,1243,766
4.731541459279443,643,772,1266,766
4.7648621737814105,656,772,1278,766
4.798182888283378,666,772,1274,766
4.831503602785347,671,772,1261,766
4.864824317287314,666,772,1249,766
4.898145031789282,651,772,1244,766
4.93146574629125,632,772,1245,766
4.964786460793218,613,772,1245,766
4.9981071752951856,602,773,1236,766
5.031427889797154,600,773,1222,766
5.064748604299122,605,772,1210,766
5.098069318801089,616,772,1211,766
5.131390033303058,627,772,1227,766
5.164710747805025,639,772,1252,766
5.198031462306993,650,772,1273,766
5.2313521768089615,660,772,1280,766
5.264672891310929,668,772,1271,766
5.297993605812897,669,772,1256,766
5.331314320314865,660,772,1245,766
5.364635034816833,643,772,1241,766
5.3979557493188,624,773,1243,766
5.431276463820769,607,772,1241,766
5.4645971783227365,600,772,1231,766
5.497917892824704,601,773,1218,766
5.531238607326673,609,773,1210,766
5.56455932182864,622,772,1217,766
5.597880036330608,634,772,1236,766
5.631200750832576,645,772,1260,766
5.664521465334544,656,772,1277,766
5.6978421798365115,664,772,1279,766
5.73116289433848,668,772,1267,766
5.764483608840448,665,772,1251,766
5.797804323342415,652,772,1240,766
5.831125037844384,634,772,1239,766
5.864445752346351,614,772,1240,766
5.897766466848319,602,773,1237,766
5.9310871813502875,599,772,1228,766
5.964407895852255,604,773,1217,766
5.997728610354223,616,773,1213,766
6.031049324856191,628,772,1223,766
6.064370039358159,641,772,1245,766
6.097690753860126,651,772,1268,766
6.131011468362095,659,772,1280,766
6.1643321828640625,665,772,1277,766
6.197652897366031,666,772,1261,766
6.230973611867999,659,772,1246,766
6.264294326369966,644,772,1237,766
6.297615040871935,624,772,1236,766
6.330935755373902,609,772,1238,766
6.36425646987587,600,773,1234,766
6.397577184377838,600,773,1225,766
6.430897898879806,608,772,1217,766
6.464218613381774,622,772,1217,766
6.497539327883742,636,772,1232,766
6.53086004238571,647,772,1254,766
6.564180756887677,656,772,1274,766
6.597501471389646,662,772,1281,766
6.630822185891613,665,772,1273,766
6.664142900393581,662,772,1256,766
6.6974636148955495,652,772,1240,766
6.730784329397517,635,772,1233,766
6.764105043899485,617,772,1234,766
6.797425758401453,603,773,1235,766
6.830746472903421,598,773,1232,766
6.8640671874053885,602,773,1223,766
6.897387901907357,615,772,1218,766
6.930708616409325,629,772,1223,766
6.964029330911292,642,772,1239,766
6.997350045413261,653,772,1262,766
7.030670759915228,659,772,1278,766
7.063991474417196,663,772,1280,766
7.097312188919164,663,772,1267,766
7.130632903421132,657,772,1249,766
7.1639536179231,644,772,1235,766
7.197274332425068,626,772,1230,766
7.230595046927036,611,773,1232,766
7.263915761429003,600,773,1234,766
7.297236475930972,599,772,1230,766
7.330557190432939,607,773,1223,766
7.363877904934907,621,772,1221,766
7.3971986194368755,636,772,1230,766
7.430519333938843,649,772,1248,766
7.463840048440811,657,772,1268,766
7.497160762942779,662,772,1280,766
7.530481477444747,663,772,1277,766
7.563802191946714,659,772,1261,766
7.597122906448683,651,772,1242,766
7.6304436209506505,637,772,1230,766
7.663764335452618,620,772,1228,766
7.697085049954587,605,773,1231,766
7.730405764456554,599,773,1232,766
7.763726478958522,601,773,1230,766
7.79704719346049,614,772,1224,766
7.830367907962458,629,772,1225,766
7.863688622464426,643,772,1236,766
7.897009336966394,654,772,1256,766
7.930330051468362,660,772,1273,766
7.963650765970329,662,772,1281,766
7.996971480472298,660,772,1272,766
8.030292194974265,655,772,1255,766
8.063612909476234,644,772,1236,766
8.0969336239782,627,772,1226,766
8.130254338480169,613,772,1226,766
8.163575052982138,602,772,1231,766
8.196895767484104,599,773,1232,766
8.230216481986073,606,773,1229,766
8.263537196488041,619,772,1226,766
8.296857910990008,637,772,1230,766
8.330178625491977,650,772,1243,766
8.363499339993945,659,772,1262,766
8.396820054495912,662,772,1277,766
8.43014076899788,661,772,1279,766
8.463461483499849,657,772,1267,766
8.496782198001815,649,772,1247,766
8.530102912503784,636,772,1230,766
8.563423627005752,622,772,1223,766
8.59674434150772,608,773,1225,766
8.630065056009688,600,772,1231,766
8.663385770511656,601,772,1233,766
8.696706485013623,611,772,1230,766
8.730027199515591,628,772,1229,766
8.76334791401756,644,772,1235,766
8.796668628519527,656,772,1250,766
8.829989343021495,661,772,1268,766
8.863310057523464,662,772,1279,766
8.89663077202543,659,772,1276,766
8.929951486527399,653,772,1259,766
8.963272201029367,643,772,1240,766
8.996592915531334,629,772,1225,766
9.029913630033302,615,772,1221,766
9.063234344535271,604,773,1226,766
9.096555059037238,600,773,1232,766
9.129875773539206,606,773,1234,766
9.163196488041175,618,772,1232,766
9.196517202543141,636,772,1233,766
9.22983791704511,651,772,1241,766
9.263158631547078,660,772,1256,766
9.296479346049045,663,772,1272,766
9.329800060551014,660,772,1279,766
9.363120775052982,655,772,1271,766
9.396441489554949,647,772,1252,766
9.429762204056917,636,772,1232,766
9.463082918558886,623,772,1221,766
9.496403633060853,610,772,1221,766
9.529724347562821,602,772,1227,766
9.56304506206479,602,773,1234,766
9.596365776566756,611,772,1236,766
9.629686491068725,627,772,1235,766
9.663007205570693,643,772,1237,766
9.69632792007266,656,772,1247,766
9.729648634574628,662,772,1262,766
9.762969349076597,663,772,1275,766
9.796290063578564,657,772,1277,766
9.829610778080532,650,772,1264,766
9.8629314925825,641,772,1244,766
9.896252207084467,629,772,1226,766
9.929572921586436,616,773,1218,766
9.962893636088404,607,773,1221,766
9.996214350590371,602,773,1230,766
10.02953506509234,605,773,1237,766
10.062855779594308,617,773,1238,766
10.096176494096275,634,772,1238,766
10.129497208598243,651,772,1241,766
10.162817923100212,660,772,1251,766
10.196138637602179,664,772,1266,766
10.229459352104147,661,772,1275,766
10.262780066606116,654,772,1273,766
10.296100781108082,645,772,1257,766
10.32942149561005,634,772,1236,766
10.36274221011202,623,772,1221,766
10.396062924613986,612,772,1216,766
10.429383639115954,604,773,1223,766
10.462704353617923,603,773,1233,766
10.49602506811989,611,772,1240,766
10.529345782621858,625,772,1241,766
10.562666497123827,641,772,1241,766
10.595987211625793,656,772,1245,766
10.629307926127762,664,772,1257,766
10.66262864062973,663,772,1269,766
10.695949355131697,657,772,1274,766
10.729270069633666,648,772,1267,766
10.762590784135634,639,772,1250,766
10.7959114986376,628,772,1229,766
10.82923221313957,617,772,1216,766
10.862552927641538,609,772,1216,766
10.895873642143505,604,773,1226,766
10.929194356645473,607,773,1236,766
10.962515071147442,617,772,1242,766
10.995835785649408,633,772,1243,766
11.029156500151377,650,772,1244,766
11.062477214653345,661,772,1249,766
11.095797929155312,665,772,1260,766
11.12911864365728,661,772,1271,766
11.162439358159249,653,772,1272,766
11.195760072661216,643,772,1261,766
11.229080787163184,632,772,1241,766
11.262401501665153,623,772,1223,767
11.29572221616712,613,773,1214,766
11.329042930669088,607,773,1218,766
11.362363645171056,606,772,1230,766
11.395684359673023,611,772,1241,766
11.429005074174992,624,772,1245,766
11.46232578867696,640,772,1245,766
11.495646503178927,655,772,1247,766
11.528967217680895,664,772,1253,766
11.562287932182864,664,772,1263,766
11.59560864668483,657,772,1271,766
11.628929361186799,647,772,1268,766
11.662250075688767,637,772,1254,766
11.695570790190734,627,772,1234,766
11.728891504692703,618,772,1218,766
11.762212219194671,611,772,1213,766
11.795532933696638,606,773,1222,766
11.828853648198606,609,772,1235,766
11.862174362700575,617,772,1245,766
11.895495077202542,632,772,1248,766
11.92881579170451,648,772,1248,766
11.962136506206479,660,772,1249,766
11.995457220708445,665,772,1256,766
12.028777935210414,661,772,1265,766
12.062098649712382,653,772,1269,766
12.095419364214349,641,772,1262,766
12.128740078716318,630,772,1245,766
12.162060793218286,621,772,1227,766
12.195381507720253,614,772,1214,766
12.228702222222221,609,772,1215,766
12.26202293672419,608,773,1225,766
12.295343651226158,613,772,1239,766
12.328664365728125,624,772,1249,766
12.361985080230093,639,772,1251,766
12.395305794732062,654,772,1250,766
12.428626509234029,664,772,1252,766
12.461947223735997,665,772,1258,766
12.495267938237966,658,772,1265,766
12.528588652739932,647,772,1266,766
12.5619093672419,635,772,1257,766
12.59523008174387,625,772,1239,766
12.628550796245836,617,773,1221,766
12.661871510747805,612,772,1212,766
12.695192225249773,609,772,1217,766
12.72851293975174,611,772,1231,766
12.761833654253708,618,772,1244,766
12.795154368755677,631,772,1252,766
12.828475083257644,647,772,1253,766
12.861795797759612,659,772,1252,766
12.89511651226158,665,772,1253,766
12.928437226763547,662,772,1259,766
12.961757941265516,653,772,1265,766
12.995078655767484,641,772,1262,766
13.028399370269451,628,772,1249,766
13.06172008477142,620,772,1232,766
13.095040799273388,614,772,1217,766
13.128361513775355,610,773,1213,766
13.161682228277323,610,773,1221,766
13.195002942779292,615,772,1236,766
13.228323657281258,625,772,1250,766
13.261644371783227,638,772,1255,766
13.294965086285195,653,772,1255,766
13.328285800787162,663,772,1253,766
13.36160651528913,665,772,1254,766
13.394927229791099,658,772,1260,766
13.428247944293066,647,772,1263,766
13.461568658795034,634,772,1257,766
13.494889373297003,624,773,1243,766
13.52821008779897,616,772,1225,766
13.561530802300938,612,772,1214,766
13.594851516802906,611,773,1215,766
13.628172231304873,613,772,1227,766
13.661492945806842,619,772,1242,766
13.69481366030881,631,772,1254,766
13.728134374810777,645,772,1257,766
13.761455089312745,657,772,1255,766
13.794775803814714,665,772,1254,766
13.82809651831668,663,772,1255,766
13.86141723281865,654,772,1259,766
13.894737947320618,641,772,1260,766
13.928058661822584,628,772,1251,766
13.961379376324553,618,772,1236,766
13.994700090826521,613,773,1220,766
14.028020805328488,611,772,1213,766
14.061341519830457,612,772,1218,766
14.094662234332425,617,772,1232,766
14.127982948834392,626,772,1249,766
14.16130366333636,638,772,1259,766
14.194624377838329,651,772,1259,766
14.227945092340295,661,772,1255,766
14.261265806842264,665,772,1253,766
14.294586521344232,659,772,1255,766
14.3279072358462,648,772,1258,766
14.361227950348168,634,772,1256,766
14.394548664850136,622,772,1246,766
14.427869379352103,615,772,1230,766
14.461190093854071,612,773,1217,766
14.49451080835604,612,772,1214,766
14.527831522858007,615,772,1223,766
14.561152237359975,622,772,1239,766
14.594472951861944,632,772,1254,766
14.62779366636391,644,772,1261,766
14.661114380865879,656,772,1260,766
14.694435095367847,664,772,1255,766
14.727755809869814,663,772,1253,766
14.761076524371783,654,772,1254,766
14.794397238873751,641,772,1255,766
14.827717953375718,627,772,1251,766
14.861038667877686,617,772,1239,766
14.894359382379655,612,773,1225,766
14.927680096881621,611,772,1215,766
14.96100081138359,613,772,1216,766
14.994321525885558,619,772,1228,766
15.027642240387525,627,772,1246,766
